categorie_bis,companies,noms,titre_com,commentaire,reponses,notes,date_experience,date_commentaire,site,nombre_pages,date_scrap,verified,année_experience,mois_experience,jour_experience,année_commentaire,mois_commentaire,jour_commentaire,leadtime_com_exp,nombre_caractères,nombre_maj,nombre_car_spé,caractères_spé,emojis_positifs_count,emojis_negatifs_count,commentaire_text,langue_bis
bank,Sumeria ,Giovanni,very nice,very cool 👍🏻 😎,,0.0,,2022-06-21,https://www.trustpilot.com/review/sumeria.eu?page=39,51,10-09-2024,1,0,0,0,2022,6,21,,14,0,3,👍🏻😎,2,0,very cool,en
bank,BoursoBank ,MARIE-PIERRE A,DIFFICULTES DE COMPREHENSION AVEC…,DIFFICULTES DE COMPREHENSION AVEC L'INTERLOCUTRICE DE BOURSORAMA CONCERNANT MON PATRIMOINE,,0.0,,2023-09-01,https://www.trustpilot.com/review/boursobank.com?page=7,10,10-09-2024,0,0,0,0,2023,9,1,,90,80,1,',0,0,difficultes de comprehension avec l'interlocutrice de boursorama concernant mon patrimoine,fr
bank,Orange Bank ,Jean-Luc,Souriante et agreable," March 14, 2022","Bonjour Jean-Luc,C’est un plaisir de lire tout le succès de nos conseillères 🤗!Nous ne manquerons pas de leur transmettre tous vos messages positifs.A bientôtPhilippe",0.0,,2022-03-14,https://www.trustpilot.com/review/orangebank.fr?page=33,41,10-09-2024,0,0,0,0,2022,3,14,,15,1,1,,0,0,"march 14, 2022",cy
bank,Fortuneo ,Liuzzi  Gene.,Application performante,Application performante Offre très concurrentielle,,0.0,,2023-03-29,https://www.trustpilot.com/review/fortuneo.fr?page=8,10,10-09-2024,0,0,0,0,2023,3,29,,50,2,0,,0,0,application performante offre très concurrentielle,fr
bank,Orange Bank ,FREDERIC LEMAITRE,Sans contact,Simple et efficace,"Bonjour Frederic, Oui le sans contact est sympathique et bien pratique au quotidien (surtout avec le smartphone). Une bonne journéeFrancis",0.0,,2022-12-26,https://www.trustpilot.com/review/orangebank.fr?page=8,41,10-09-2024,0,0,0,0,2022,12,26,,18,1,0,,0,0,simple et efficace,fr
bank,Pixpay ,Ka,Super,C’est super,Merci pour votre retour ! 😄Sol-Iris de l'équipe Pixpay,0.0,,2024-03-19,https://www.trustpilot.com/review/pixpay.eu?page=3,13,10-09-2024,0,0,0,0,2024,3,19,,11,1,1,’,0,0,c est super,fr
bank,Sumeria ,Nicolas,J’adore,J’adore !!! C’est super,Nous adorons également les retours comme les vôtres ! 🤩 Merci beaucoup ! À bientôt - L'équipe Lydia,0.0,,2022-05-05,https://www.trustpilot.com/review/sumeria.eu?page=46,51,10-09-2024,1,0,0,0,2022,5,5,,23,2,5,’’,0,0,j adore c est super,ro
bank,Younited Credit ,Dominique LEMAY,Super service," June 21, 2021",,0.0,,2021-06-21,https://www.trustpilot.com/review/www.younited-credit.com?page=17,38,10-09-2024,1,0,0,0,2021,6,21,,14,1,1,,0,0,"june 21, 2021",fr
bank,Britline ,Customer,Great Bank,Really thoughtful account managers and a great service - I wouldnt trust anyone else with my money,,0.0,,2024-07-08,https://www.trustpilot.com/review/britline.com?page=4,5,10-09-2024,0,0,0,0,2024,7,8,,98,2,1,-,0,0,really thoughtful account managers and a great service i wouldnt trust anyone else with my money,en
bank,Younited Credit ,STELLA,Je recommande younited simple et rapide," June 07, 2017",,0.0,,2017-06-07,https://www.trustpilot.com/review/www.younited-credit.com?page=36,38,10-09-2024,0,0,0,0,2017,6,7,,14,1,1,,0,0,"june 07, 2017",fr
bank,Monabanq ,Consumer,Application facile à utiliser," December 13, 2022",,0.0,,2022-12-14,https://www.trustpilot.com/review/www.monabanq.com?page=2,4,10-09-2024,0,0,0,0,2022,12,14,,18,1,1,,0,0,"december 13, 2022",nl
bank,Orange Bank ,Philippe,Nickel au top," August 05, 2022","Bonjour Philippe,Nous vous remercions d’avoir pris le temps de nous laisser un message et sommes ravis de lire que vous êtes pleinement satisfait de votre expérience Orange Bank 😊​A bientôt,Philippe",0.0,,2022-08-05,https://www.trustpilot.com/review/orangebank.fr?page=14,41,10-09-2024,0,0,0,0,2022,8,5,,16,1,1,,0,0,"august 05, 2022",et
bank,Floabank ,jean marc caila,Très satisfait de l applications," June 07, 2021",,0.0,,2021-06-07,https://www.trustpilot.com/review/floabank.fr?page=5,5,10-09-2024,0,0,0,0,2021,6,7,,14,1,1,,0,0,"june 07, 2021",fr
bank,Younited Credit ,Annie,Transaction simple et rapide dans le…,Transaction simple et rapide dans le respect du délai.Merci YounitedA.Digouin,,0.0,,2024-06-04,https://www.trustpilot.com/review/www.younited-credit.com?page=1,38,10-09-2024,1,0,0,0,2024,6,4,,77,5,2,,0,0,transaction simple et rapide dans le respect du délai.merci youniteda.digouin,fr
bank,Cofidis ,Moon,Excellenttop,Excellent sav au top dossier facile a remplir,Bonjour Moon. Je vous remercie pour votre note. Cela fait très plaisir. Je vous souhaite de bonnes fêtes de fin d'année. Emmanuelle de l'équipe Cofidis.,0.0,,2020-12-22,https://www.trustpilot.com/review/cofidis.fr?page=16,16,10-09-2024,0,0,0,0,2020,12,22,,45,1,0,,0,0,excellent sav au top dossier facile a remplir,fr
bank,Sumeria ,Wen,Easy navigation and very helpful for common expenses,"Easy navigation, user friendly interface, very useful for common expenses. Plus, no free for abroad payments.",,0.0,,2024-05-11,https://www.trustpilot.com/review/sumeria.eu?page=1,51,10-09-2024,1,0,0,0,2024,5,11,,109,2,5,,0,0,"easy navigation, user friendly interface, very useful for common expenses. plus, no free for abroad payments.",en
bank,Shine ,Consumer,the the the most beautiful woman i have…,the the the most beautiful woman i have seen on the internet is me i love her so much and,"Bonjour,Merci pour votre avis unique ! 😊 Belle journée,Lou de Shine ✨",0.0,,2024-06-25,https://www.trustpilot.com/review/shine.fr?page=1,6,10-09-2024,0,0,0,0,2024,6,25,,89,0,0,,0,0,the the the most beautiful woman i have seen on the internet is me i love her so much and,en
bank,Younited Credit ,Mims,Rapide et efficace,Rapide et efficace. Merci Younited !,"Bonjour,Nous sommes enchantés de vous lire et ravis d’avoir contribué à la réalisation de votre projet.Bienvenue chez Younited.Excellente journée,Diane",0.0,,2022-06-19,https://www.trustpilot.com/review/www.younited-credit.com?page=7,38,10-09-2024,1,0,0,0,2022,6,19,,36,3,2,,0,0,rapide et efficace. merci younited,fr
bank,Orange Bank ,JEROME,Simple et facile au quotidien," May 24, 2022","Bonjour Jerome,Merci beaucoup pour votre témoignage, c’est toujours un plaisir de savoir que nos utilisateurs sont satisfaits par nos services !Passez une belle journée !Philippe",0.0,,2022-05-24,https://www.trustpilot.com/review/orangebank.fr?page=20,41,10-09-2024,0,0,0,0,2022,5,24,,13,1,1,,0,0,"may 24, 2022",tl
bank,01 Banque en Ligne ,Seb,Un site clair & simple d'utilisation,Un site clair & simple d'utilisation. M'a fait économiser de l'argent sur les frais bancaires.,,0.0,,2019-11-20,https://www.trustpilot.com/review/01banque-en-ligne.fr?page=1,3,10-09-2024,0,0,0,0,2019,11,20,,94,2,6,&''',0,0,un site clair simple d'utilisation. m'a fait économiser de l'argent sur les frais bancaires.,fr
bank,Sumeria ,NOUR,very good bank," November 03, 2023",,0.0,,2023-11-07,https://www.trustpilot.com/review/sumeria.eu?page=10,51,10-09-2024,1,0,0,0,2023,11,7,,18,1,1,,0,0,"november 03, 2023",no
bank,Younited Credit ,Charbel EL ASMAR,Excellent customer service," March 09, 2020",,0.0,,2020-03-09,https://www.trustpilot.com/review/www.younited-credit.com?page=22,38,10-09-2024,1,0,0,0,2020,3,9,,15,1,1,,0,0,"march 09, 2020",cy
bank,Idéal Prêt ,Claire.gantois Claire,Une situation très restreinte dans....,"Une situation très restreinte dans le temps, pour monter un dossier et trouver les financeurs. Et heureusement j'ai rencontré Françoise qui fut très réactives et impliqué dans les démarches et l'accompagnement dans mon projet. Sans ses services je n'aurais pas réussit à le concrétiser!Encore merci pour tout!","bonjour Claire GANTOIS  Merci pour ces compliments mais vous avez été réactive également pour les pièces,  objectif ne rien lacher tant que l'on n'a pas satisfaction et nous avons eu votre financement pour réaliser votre projet de résidence principale dans les Vosges,Maintenant à vous de vivre paisiblement dans votre maison entourée d'une belle forêt,au plaisirbien cordialementfrançoise MONNIERidéal prêt st max",0.0,,2024-02-21,https://www.trustpilot.com/review/idealpret.fr?page=1,1,10-09-2024,0,0,0,0,2024,2,21,,309,5,8,''',0,0,"une situation très restreinte dans le temps, pour monter un dossier et trouver les financeurs. et heureusement j'ai rencontré françoise qui fut très réactives et impliqué dans les démarches et l'accompagnement dans mon projet. sans ses services je n'aurais pas réussit à le concrétiser encore merci pour tout",fr
bank,Sumeria ,Elise Magne,Very nice user experience & lots of…,Very nice user experience & lots of free services,,0.0,,2023-09-19,https://www.trustpilot.com/review/sumeria.eu?page=12,51,10-09-2024,1,0,0,0,2023,9,19,,49,1,1,&,0,0,very nice user experience lots of free services,en
bank,Orange Bank ,Phil,Orange Bank C'EST BIEN SI ON A BESOIN…,Orange Bank C'EST BIEN SI ON A BESOIN DE RIEN,"Bonjour,Merci pour votre retour, je suis sincèrement navrée pour les difficultés que vous rencontrez.Après vérification je constate que vous êtes sur une offre Orange Bank anciennement appelée Groupama Banque et afin de vous venir en aide vous pouvez nous écrire à  service.clients@gbanque.fr, dès réception votre demande sera prise en charge par un expert.Un bon week-end à vousLéa",0.0,,2022-03-13,https://www.trustpilot.com/review/orangebank.fr?page=33,41,10-09-2024,0,0,0,0,2022,3,13,,45,27,1,',0,0,orange bank c'est bien si on a besoin de rien,fr
bank,Younited Credit ,Sylvie,Parfait ..........," October 11, 2023","Bonjour,Nous vous remercions pour ce commentaire positif. En espérant que vous puissiez recommander Younited auprès de votre entourage.Excellente journée, Tracy",0.0,,2023-10-16,https://www.trustpilot.com/review/www.younited-credit.com?page=9,38,10-09-2024,1,0,0,0,2023,10,16,,17,1,1,,0,0,"october 11, 2023",sv
bank,Orange Bank ,moh,pratique,"pratique, simple et efficace.","Bonjour,Merci pour le retour.Nous espérons que la qualité de nos services continueront d'être à la hauteur de vos attentes.N'hésitez pas à nous recommander ou à passer sur le forum https://forum.orangebank.fr/ si vous avez d'éventuelles questions :)Bonne journée,L'équipe Orange Bank.",0.0,,2021-03-24,https://www.trustpilot.com/review/orangebank.fr?page=40,41,10-09-2024,0,0,0,0,2021,3,24,,29,0,2,,0,0,"pratique, simple et efficace.",fr
bank,Younited Credit ,Auré,Rapide,"Rapide, simple et efficace","Bonjour,Merci d’avoir pris le temps de nous faire un retour sur votre expérience auprès de Younited, et sommes ravis de lire que celle-ci s’est bien passée.Nous nous efforçons d’offrir à nos clients un crédit aussi juste, simple et rapide que possible et sommes heureux d’avoir pu vous en faire bénéficier.Excellente journée,Audrey",0.0,,2023-06-12,https://www.trustpilot.com/review/www.younited-credit.com?page=2,38,10-09-2024,1,0,0,0,2023,6,12,,26,1,1,,0,0,"rapide, simple et efficace",fr
bank,Orange Bank ,Marc Leroy,Simple,"Simple, facile à utiliser,","Bonjour Marc,Ravi de vous savoir satisfait par notre application. Merci pour votre note au top ! Une excellente journée,Philippe",0.0,,2022-04-04,https://www.trustpilot.com/review/orangebank.fr?page=29,41,10-09-2024,0,0,0,0,2022,4,4,,26,1,2,,0,0,"simple, facile à utiliser,",fr
bank,Sumeria ,Jonathan,Excellent services," May 14, 2022",,0.0,,2022-05-14,https://www.trustpilot.com/review/sumeria.eu?page=44,51,10-09-2024,1,0,0,0,2022,5,14,,13,1,1,,0,0,"may 14, 2022",tl
bank,Sumeria ,Océane Letemple,Good app for travel," November 25, 2023",,0.0,,2023-11-25,https://www.trustpilot.com/review/sumeria.eu?page=9,51,10-09-2024,1,0,0,0,2023,11,25,,18,1,1,,0,0,"november 25, 2023",no
bank,Anytime ,Petr Skapa,Don't touch with a barge pole!,"Don't touch with a barge pole!It makes me doubt the veracity of the reviews here, had an account with them for 6 moths and it has been nothing but problems but it sort of worked with work-arounds. In September they suspended international payments, supposedly for the moth September, they are still suspended today 04/November/2021... And to brighten up my day, it seems to me all payments are now suspended, even within France as nothing goes out and transactions just evaporate from the system. And the customer service? As if it wasn't there... no answers, nothing...So, tell me this, how can a bank that has got all transfers suspended and doesn't answer help line get 4.5 stars???",,0.0,,2021-11-04,https://www.trustpilot.com/review/anyti.me?page=7,14,10-09-2024,0,0,0,0,2021,11,4,,685,11,31,'-//'',0,0,"don't touch with a barge pole it makes me doubt the veracity of the reviews here, had an account with them for 6 moths and it has been nothing but problems but it sort of worked with work arounds. in september they suspended international payments, supposedly for the moth september, they are still suspended today 04 november 2021... and to brighten up my day, it seems to me all payments are now suspended, even within france as nothing goes out and transactions just evaporate from the system. and the customer service as if it wasn't there... no answers, nothing...so, tell me this, how can a bank that has got all transfers suspended and doesn't answer help line get 4.5 stars",en
bank,Blank ,SDK,Best app for independant workers!," October 12, 2023","Bonjour, Merci d'avoir pris le temps de partager votre expérience avec nos équipes. Nous sommes ravis de pouvoir vous apporter satisfaction. Belle journée à vous. Camille",0.0,,2023-10-12,https://www.trustpilot.com/review/blank.app?page=2,3,10-09-2024,0,0,0,0,2023,10,12,,17,1,1,,0,0,"october 12, 2023",sv
bank,Sumeria ,Taha,Lydia is Real dope,It s really good No cap,,0.0,,2022-08-09,https://www.trustpilot.com/review/sumeria.eu?page=32,51,10-09-2024,1,0,0,0,2022,8,9,,23,2,0,,0,0,it s really good no cap,en
bank,BoursoBank ,Abid Hussain,Very good service,Very good service,"Bonjour Abid, Nous vous remercions pour votre retour positif et sommes heureux d'apporter satisfaction à nos clients.Bonne journée, L'équipe BoursoBank",0.0,,2024-06-27,https://www.trustpilot.com/review/boursobank.com?page=4,10,10-09-2024,0,0,0,0,2024,6,27,,17,1,0,,0,0,very good service,en
bank,Orange Bank ,flauss,difficile d'avoir un interlocuteur et…,difficile d'avoir un interlocuteur et non un robot !,"Bonjour, Merci pour ces étoiles. Si vous souhaitez avoir un accès prioritaire à l'application n'hésitez pas à souscrire à la carte premium. Ainsi vous pourrez avoir un conseiller au téléphone. Bonne journée, Elodie.",0.0,,2022-03-31,https://www.trustpilot.com/review/orangebank.fr?page=30,41,10-09-2024,0,0,0,0,2022,3,31,,52,0,2,',0,0,difficile d'avoir un interlocuteur et non un robot,fr
bank,Qonto ,Flor,Très reactive," March 15, 2021",Merci beaucoup Flor! Nous sommes ravis de vous compter parmi nous 💜,0.0,,2021-03-15,https://www.trustpilot.com/review/qonto.com?page=27,30,10-09-2024,0,0,0,0,2021,3,15,,15,1,1,,0,0,"march 15, 2021",cy
bank,Hello bank! France ,S.R,Got shooed away,"Orange bank was about to close, Hello Bank was then suggested as an alternative.My partner has a residence in France but does not speak English. The advisor I had on the phone said communication would be a problem, thus it would be better for him to open an account in one of their offices. Sounds to me more like passing along a ""problem"" he doesn't want to deal with. When told we were opening an account upon the recommendation of Orange Bank, he broke the number 1 rule of sales personnel. He said and get this, you are not obliged to open an account with us, it was only a recommendation. Bad vibes started from the message he left on my mobile. I played it 4 times to try to catch the name of the company. Never mentioned. This holds truth, one who can't handle small tasks, cannot achieve excellence anywhere.","Hello S.R,We are sorry to read about this situation. We are indeed a french bank and even if some of our advisors can speak a little english, we do not provide a full english service. The advisor suggested your partner to open an account with BNP Paribas which is our main company and which provide international services and english speaking advisors.Here's the link to follow : https://mabanque.bnpparibas/en/homeWe wish you the best and a nice day.Michael",0.0,,2024-05-02,https://www.trustpilot.com/review/hellobank.fr?page=2,4,10-09-2024,0,0,0,0,2024,5,2,,816,17,21,"""""''",0,0,"orange bank was about to close, hello bank was then suggested as an alternative.my partner has a residence in france but does not speak english. the advisor i had on the phone said communication would be a problem, thus it would be better for him to open an account in one of their offices. sounds to me more like passing along a problem he doesn't want to deal with. when told we were opening an account upon the recommendation of orange bank, he broke the number 1 rule of sales personnel. he said and get this, you are not obliged to open an account with us, it was only a recommendation. bad vibes started from the message he left on my mobile. i played it 4 times to try to catch the name of the company. never mentioned. this holds truth, one who can't handle small tasks, cannot achieve excellence anywhere.",en
bank,Orange Bank ,Koray,Super Bank,Super Bank ! Utile et simple.,"Bonjour,Ravi de vous savoir satisfait des services d’Orange Bank, on vous remercie chaleureusement pour ce commentaire 😊!Passez une belle journée,Philippe",0.0,,2022-04-01,https://www.trustpilot.com/review/orangebank.fr?page=29,41,10-09-2024,0,0,0,0,2022,4,1,,29,3,2,,0,0,super bank utile et simple.,fr
bank,BoursoBank ,Kendy keny,Everyting is on point,Everyting is on point. No question ask. They do what they say they do. I like being able to mange my account and being able to change whatever I like. Five star. Best bank so far,,0.0,,2024-06-11,https://www.trustpilot.com/review/boursobank.com?page=2,10,10-09-2024,0,0,0,0,2024,6,11,,178,7,5,,0,0,everyting is on point. no question ask. they do what they say they do. i like being able to mange my account and being able to change whatever i like. five star. best bank so far,en
bank,Orange Bank ,Habib,Thank you,Thank you for your kind assistance.,"Bonjour Habib,Merci pour ces magnifiques étoiles qui nous poussent chaque jours à viser encore plus la lune 😍.Belle journée à vous.Léa, experte Orange Bank",0.0,,2022-03-18,https://www.trustpilot.com/review/orangebank.fr?page=32,41,10-09-2024,0,0,0,0,2022,3,18,,35,1,1,,0,0,thank you for your kind assistance.,en
bank,Fortuneo ,Amy Green,I did my application to open an account…,I did my application to open an account in February. We are the end of April and still no news. The delays are too long,,0.0,,2024-04-21,https://www.trustpilot.com/review/fortuneo.fr?page=2,10,10-09-2024,0,0,0,0,2024,4,21,,119,5,2,,0,0,i did my application to open an account in february. we are the end of april and still no news. the delays are too long,en
bank,Ma French Bank ,Tim Tim,Never ever again,"Never ever again! For 6 months and over 7 times asked to get the verification code to start the app. Never received the mail. Support service is nice but  no use as the process of sending the codes is not set up properly via recommended letters, not the cheapest simple ones that always get lost. Hours spent on the phone to explain the situation,  even offered to pay myself that recommended letter.",,0.0,,2020-06-12,https://www.trustpilot.com/review/www.mafrenchbank.fr?page=5,5,10-09-2024,0,0,0,0,2020,6,12,,400,5,7,,0,0,"never ever again for 6 months and over 7 times asked to get the verification code to start the app. never received the mail. support service is nice but no use as the process of sending the codes is not set up properly via recommended letters, not the cheapest simple ones that always get lost. hours spent on the phone to explain the situation, even offered to pay myself that recommended letter.",en
bank,Orange Bank ,Pierrick Chevalier,Excellent service," February 28, 2022","Merci Pierrick pour votre avis sur la qualité du service proposé par Orange Bank.Nous nous efforçons de le dispenser pour tout nos clients avec constance, professionnalisme et bonne humeur.Bonne journée à vous,Romain",0.0,,2022-02-28,https://www.trustpilot.com/review/orangebank.fr?page=36,41,10-09-2024,0,0,0,0,2022,2,28,,18,1,1,,0,0,"february 28, 2022",en
bank,Sumeria ,Chris Idiaghe,Bank of choice,"Bank of choice, it’s always made my day whenever I want to do shopping. Well reliable and trusted .",,0.0,,2023-07-18,https://www.trustpilot.com/review/sumeria.eu?page=15,51,10-09-2024,1,0,0,0,2023,7,18,,99,3,4,’,0,0,"bank of choice, it s always made my day whenever i want to do shopping. well reliable and trusted .",en
bank,Sumeria ,Oli,Good experience,Service impeccable.,Merci pour votre retour d'expérience ! À bientôt - L'équipe Lydia,0.0,,2022-05-11,https://www.trustpilot.com/review/sumeria.eu?page=45,51,10-09-2024,0,0,0,0,2022,5,11,,19,1,1,,0,0,service impeccable.,it
bank,Qonto ,Client,Au top,Au top ! Bravo,"Bonjour, merci pour votre retour positif ! ​​😍",0.0,,2023-02-01,https://www.trustpilot.com/review/qonto.com?page=17,30,10-09-2024,0,0,0,0,2023,2,1,,14,2,1,,0,0,au top bravo,sk
bank,Sumeria ,Shayd Boutadiz,Rien a dire application superbe marce nickel,Rien a dire application superbe marche super bien rien a dire,,0.0,,2022-06-15,https://www.trustpilot.com/review/sumeria.eu?page=40,51,10-09-2024,1,0,0,0,2022,6,15,,61,1,0,,0,0,rien a dire application superbe marche super bien rien a dire,it
bank,Shine ,ElGallaf Abdellah,Application au Top et Service client très réactif,Service client très réactif. Application user friendly avec des composants très utiles comme association des factures aux lignes d’opérations bancaires. De même pour  la possibilité d’effectuer un export pour mon comptable. J’apprécie aussi les notifications instantanées des paiements et la possibilité d’émettre des factures aux clients depuis mon compte Shine.,"Bonjour Abdellah,Merci de nous avoir fait part de votre retour.N'hésitez pas à nous faire part de toutes vos suggestions sur feedback@shine.fr, nous sommes à votre écoute 😊Belle journée à vous,Lou de Shine 💙",0.0,,2021-04-03,https://www.trustpilot.com/review/shine.fr?page=2,6,10-09-2024,0,0,0,0,2021,4,3,,363,5,8,’’’’,0,0,service client très réactif. application user friendly avec des composants très utiles comme association des factures aux lignes d opérations bancaires. de même pour la possibilité d effectuer un export pour mon comptable. j apprécie aussi les notifications instantanées des paiements et la possibilité d émettre des factures aux clients depuis mon compte shine.,fr
bank,Cofidis ,LOISON DANIEL,PARFAIT,PARFAIT ; excellent,"Bonjour Daniel, Merci pour ce message et ces 5 étoiles. A très bientôt ! 😁Camille de l'équipe clientèle",0.0,,2022-02-21,https://www.trustpilot.com/review/cofidis.fr?page=9,16,10-09-2024,0,0,0,0,2022,2,21,,19,7,1,;,0,0,parfait ; excellent,fr
bank,Younited Credit ,MICHEL DANIEL GUSTAVE GERARD,Rapide et efficace,Excellent service,,0.0,,2016-02-19,https://www.trustpilot.com/review/www.younited-credit.com?page=37,38,10-09-2024,0,0,0,0,2016,2,19,,17,1,0,,0,0,excellent service,fr
bank,Younited Credit ,LOUIS,Service impeccable," June 26, 2017",,0.0,,2017-06-26,https://www.trustpilot.com/review/www.younited-credit.com?page=35,38,10-09-2024,0,0,0,0,2017,6,26,,14,1,1,,0,0,"june 26, 2017",fr
bank,Floabank ,Jean- Claude Puybinnieux,question reponse precises," October 20, 2023","Bonjour Jean- Claude Puybinnieux,Vous savoir satisfait est une information précieuse et nous encourage à continuer dans ce sens.L’écoute de nos clients est essentielle pour améliorer encore et toujours l’expérience de nos clients ainsi que nos produits.Au plaisir d’échanger de nouveau avec vousVotre conseiller clientèle FLOA Bank.",0.0,,2023-10-20,https://www.trustpilot.com/review/floabank.fr?page=3,5,10-09-2024,0,0,0,0,2023,10,20,,17,1,1,,0,0,"october 20, 2023",sv
bank,Sumeria ,Adam RUSKIN,Great and simple,I really like there is a free version that works well. It is a very nice service and it is quick. I have never had any issues paying for anything. I was a bit worried at first but I have not been let down. I also like the online card numbers that change or are one time use.,,0.0,,2022-11-28,https://www.trustpilot.com/review/sumeria.eu?page=24,51,10-09-2024,1,0,0,0,2022,11,28,,274,6,5,,0,0,i really like there is a free version that works well. it is a very nice service and it is quick. i have never had any issues paying for anything. i was a bit worried at first but i have not been let down. i also like the online card numbers that change or are one time use.,en
bank,Orange Bank ,François,en confiance,"Simple, sûr, efficace","Bonjour François,Vous avez tout résumé en 3 mots.Ravi de vous savoir satisfait par les services d’Orange Bank!Passez une belle journée,Philippe",0.0,,2022-05-31,https://www.trustpilot.com/review/orangebank.fr?page=18,41,10-09-2024,0,0,0,0,2022,5,31,,21,1,2,,0,0,"simple, sûr, efficace",it
bank,Sumeria ,Antoine,Very good app,"I really enjoy using the lydia app because for only 2 euros a month I have 5000 euro of transaction, compared to my traditional back which charges me 15 euros a month and let's me do only 1000.",,0.0,,2022-11-25,https://www.trustpilot.com/review/sumeria.eu?page=24,51,10-09-2024,1,0,0,0,2022,11,25,,193,2,3,',0,0,"i really enjoy using the lydia app because for only 2 euros a month i have 5000 euro of transaction, compared to my traditional back which charges me 15 euros a month and let's me do only 1000.",en
bank,helios.do ,Jean,Really smooth app,"Really smooth app, could use the face id to unlock",,0.0,,2022-05-07,https://www.trustpilot.com/review/helios.do?page=1,3,10-09-2024,0,0,0,0,2022,5,7,,50,1,1,,0,0,"really smooth app, could use the face id to unlock",en
bank,Pixpay ,Coelho,Super,Super application,Merci Coehlo !Jeanne,0.0,,2023-06-06,https://www.trustpilot.com/review/pixpay.eu?page=10,13,10-09-2024,0,0,0,0,2023,6,6,,17,1,0,,0,0,super application,it
bank,Shine ,SM,Really great !!,"Simple, intuitive & ultra modern",Hello ! Thank you really much for your kind message. It's a real pleasure to be able to help you :)See you soonCyprien from Shine,0.0,,2022-04-16,https://www.trustpilot.com/review/shine.fr?page=4,6,10-09-2024,0,0,0,0,2022,4,16,,32,1,2,&,0,0,"simple, intuitive ultra modern",it
bank,Orange Bank ,Danielle,PROBLEMES RESOLUS RAPIDEMENT," November 25, 2022",,0.0,,2022-12-02,https://www.trustpilot.com/review/orangebank.fr?page=4,41,10-09-2024,0,0,0,0,2022,12,2,,18,1,1,,0,0,"november 25, 2022",no
