categorie_bis,companies,noms,titre_com,commentaire,reponses,notes,date_experience,date_commentaire,site,nombre_pages,date_scrap,verified,année_experience,mois_experience,jour_experience,année_commentaire,mois_commentaire,jour_commentaire,leadtime_com_exp,nombre_caractères,nombre_maj,nombre_car_spé,caractères_spé,emojis_positifs_count,emojis_negatifs_count,commentaire_text,langue_bis
bank,Hello bank! France ,Mike M.,Not recommended!,Not recommended!Bad client service.,,,,2020-06-03,https://www.trustpilot.com/review/hellobank.fr?page=4,4,10-09-2024,0,,,,2020,6,3,,35,2,2,[],0,0,not recommended bad client service.,en
bank,Younited Credit ,Laurent,Simple et efficient.," June 14, 2023","Bonjour,Merci d’avoir pris le temps de nous faire un retour sur votre expérience auprès de Younited, et sommes ravis de lire que celle-ci s’est bien passée.Nous nous efforçons d’offrir à nos clients un crédit aussi juste, simple et rapide que possible et sommes heureux d’avoir pu vous en faire bénéficier.Excellente journée,Amori",,,2023-06-23,https://www.trustpilot.com/review/www.younited-credit.com?page=4,38,10-09-2024,1,,,,2023,6,23,,14,1,1,[],0,0,"june 14, 2023",et
bank,Sumeria ,Lassana,👍👍🤟🤟,👍👍🤟🤟cool,,,,2022-06-22,https://www.trustpilot.com/review/sumeria.eu?page=38,51,10-09-2024,1,,,,2022,6,22,,8,0,4,"['👍', '👍', '🤟', '🤟']",2,0,cool,en
bank,Orange Bank ,Jacky,Simple et efficace.," April 07, 2022","Bonjour Jacky,Je vous remercie pour votre retour !Tellement simple, tellement mobile : c'est notre but.Pensez aussi à la fonction de virement SMS, l'essayer c'est l'adopter.Bonne journée,Tom.",,,2022-04-07,https://www.trustpilot.com/review/orangebank.fr?page=28,41,10-09-2024,0,,,,2022,4,7,,15,1,1,[],0,0,"april 07, 2022",ro
bank,Cofidis - O Cr&eacute;dito Por Telefone ,philippe Blettner,COFIDIS toujours à l écoute,COFIDIS toujours à l écoute. Excellent organisme de credit,,,,2022-11-03,https://www.trustpilot.com/review/cofidis.pt?page=2,6,10-09-2024,0,,,,2022,11,3,,58,8,1,[],0,0,cofidis toujours à l écoute. excellent organisme de credit,fr
bank,Younited Credit ,PATUEL,Excellent service rapide et très simple," March 01, 2022","Bonjour   Monsieur ou Madame, Nous vous remercions pour ce commentaire positif.Excellente journée, Anabelle de l'équipe Younited Crédit.",,,2022-03-01,https://www.trustpilot.com/review/www.younited-credit.com?page=14,38,10-09-2024,1,,,,2022,3,1,,15,1,1,[],0,0,"march 01, 2022",cy
bank,Younited Credit ,Fatou,Simple et rapide,Simple et rapide ! Interlocuteur sympathique et efficace . je recommande.,"Bonjour FATOU,Nous sommes ravis de lire que vous êtes pleinement satisfait de votre expérience Younited et vous remercie d’être fidèle à Younited.Excellente journée, L’équipe Younited Credit",,,2018-07-31,https://www.trustpilot.com/review/www.younited-credit.com?page=28,38,10-09-2024,1,,,,2018,7,31,,73,2,3,[],0,0,simple et rapide interlocuteur sympathique et efficace . je recommande.,fr
bank,Anytime ,DEJAN PETROVIC,Super,"Super, speed, professionnel 👍","Hi Dejan, Thank you for your feedback 💌 We are always happy to help you 🤝🏻See you soon ! Barbara - Anytime",,,2023-01-14,https://www.trustpilot.com/review/anyti.me?page=3,14,10-09-2024,0,,,,2023,1,14,,29,1,3,['👍'],1,0,"super, speed, professionnel",it
bank,Pixpay ,la bulle de lucie,Super application," March 08, 2022",Merci pour votre avis Lucie 😉  Liz,,,2022-03-08,https://www.trustpilot.com/review/pixpay.eu?page=10,13,10-09-2024,0,,,,2022,3,8,,15,1,1,[],0,0,"march 08, 2022",cy
bank,Anytime ,Mokhtar,Anytime,Super excellent,,,,2015-07-13,https://www.trustpilot.com/review/anyti.me?page=14,14,10-09-2024,0,,,,2015,7,13,,15,1,0,[],0,0,super excellent,ca
bank,Cofidis ,Bertrand Zimmer,Very Good experience,"Very Good experience, responsive customer support","Bonjour Bertrand, merci pour votre retour. A très bientôt chez Cofidis ! Estelle de l'équipe Cofidis.",,,2021-03-22,https://www.trustpilot.com/review/cofidis.fr?page=15,16,10-09-2024,0,,,,2021,3,22,,49,2,1,[],0,0,"very good experience, responsive customer support",en
bank,Pixpay ,Stéphane Thockler,Application très bien," June 11, 2022","Merci Stéphane !A très vite,Rebecca",,,2022-06-11,https://www.trustpilot.com/review/pixpay.eu?page=9,13,10-09-2024,0,,,,2022,6,11,,14,1,1,[],0,0,"june 11, 2022",fr
bank,Qonto ,Bilal Sadiq,Excellent 😊 I have never problems with…,Excellent 😊 I have never problems with my bank Qonto,"Hello Bilal,Thank you very much for your positive feedback and for your support! 😊 We are at your disposal if you have any questions. Have a great day! ☀️",,,2023-03-19,https://www.trustpilot.com/review/qonto.com?page=16,30,10-09-2024,1,,,,2023,3,19,,52,3,1,['😊'],1,0,excellent i have never problems with my bank qonto,en
bank,Sumeria ,Davide P,Horrible experience,"Horrible experience. I have been contacted for providing “explanations” about my incoming bank transfer. I have provided all evidences that my bank transfers are legit. Despite this they locked my account and my card. And they didn’t ask me a new iban where to transfer MY MONEY more than 9.000€. I bring them to the Court. BE AWAREUPSATE: after some days they asked me a new iban for transfer my remaining balance. But didn’t give any explanations about the closure of my account, and in any case they should have given notice and not blocked my money!",,,,2024-08-20,https://www.trustpilot.com/review/sumeria.eu?page=3,51,10-09-2024,0,,,,2024,8,20,,553,28,16,"['“', '”', '’', '€', ':', '’']",0,0,"horrible experience. i have been contacted for providing explanations about my incoming bank transfer. i have provided all evidences that my bank transfers are legit. despite this they locked my account and my card. and they didn t ask me a new iban where to transfer my money more than 9.000 . i bring them to the court. be awareupsate after some days they asked me a new iban for transfer my remaining balance. but didn t give any explanations about the closure of my account, and in any case they should have given notice and not blocked my money",en
bank,Anytime ,MARIJA MEDIC,True,All is the best!,"Bonjour 😁, Merci pour votre super avis positif ! A très vite, Margaux - Anytime 🫶",,,2023-06-05,https://www.trustpilot.com/review/anyti.me?page=6,14,10-09-2024,0,,,,2023,6,5,,16,1,1,[],0,0,all is the best,en
bank,Sumeria ,Victor,It's good,"It's good, I like the cashback",,,,2023-11-29,https://www.trustpilot.com/review/sumeria.eu?page=8,51,10-09-2024,1,,,,2023,11,29,,30,2,2,"[""'""]",0,0,"it's good, i like the cashback",en
bank,Younited Credit ,Madame Pascale Jurdeczka,Très bonne prise en charge," December 07, 2023",,,,2023-12-12,https://www.trustpilot.com/review/www.younited-credit.com?page=7,38,10-09-2024,1,,,,2023,12,12,,18,1,1,[],0,0,"december 07, 2023",nl
bank,Younited Credit ,Nadia,Excellent rapide fiable efficace," May 16, 2023","Bonjour,Merci d’avoir pris le temps de nous faire un retour sur votre expérience auprès de Younited, et sommes ravis de lire que celle-ci s’est bien passée.Nous nous efforçons d’offrir à nos clients un crédit aussi juste, simple et rapide que possible et sommes heureux d’avoir pu vous en faire bénéficier.Excellente journée,Amori",,,2023-05-22,https://www.trustpilot.com/review/www.younited-credit.com?page=7,38,10-09-2024,1,,,,2023,5,22,,13,1,1,[],0,0,"may 16, 2023",tl
bank,Pixpay ,Patrick,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx…,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,"Patrick, je sais lire entre les lignes mais là je sèche 😲N'hésitez pas à nous écrire à hello@pixpay.fr on se fera un plaisir de vous aider.Yasmine",,,2021-10-25,https://www.trustpilot.com/review/pixpay.eu?page=11,13,10-09-2024,0,,,,2021,10,25,,56,0,0,[],0,0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,so
bank,Floabank ,SERGE VINGADASSA,rrrrrr,bon site apprecier,,,,2021-04-07,https://www.trustpilot.com/review/floabank.fr?page=5,5,10-09-2024,0,,,,2021,4,7,,18,0,0,[],0,0,bon site apprecier,it
bank,Orange Bank ,ANDRE,Très bon service," September 08, 2022","Bonjour Andre, Merci pour votre avis. Un plaisir de vous lire. Une bonne journéeFrancis",,,2022-12-13,https://www.trustpilot.com/review/orangebank.fr?page=8,41,10-09-2024,0,,,,2022,12,13,,19,1,1,[],0,0,"september 08, 2022",sv
bank,helios.do ,Prosper,Une appli simple et efficace,Une appli simple et efficace. +1 pour la conception collaborative.,Ces cinq étoiles comptent pour nous. Merci d'avoir pris le temps de laisser un avis. — Romane,,,2023-03-29,https://www.trustpilot.com/review/helios.do?page=2,3,10-09-2024,1,,,,2023,3,29,,66,1,3,['+'],0,0,une appli simple et efficace. 1 pour la conception collaborative.,fr
bank,Orange Bank ,Jacques M,Excellent,"Excellent, l'application est tres conviviale, rapide. Rien a dire",,,,2022-08-31,https://www.trustpilot.com/review/orangebank.fr?page=12,41,10-09-2024,0,,,,2022,8,31,,65,2,4,"[""'""]",0,0,"excellent, l'application est tres conviviale, rapide. rien a dire",fr
bank,Orange Bank ,BB,Excellent service," February 28, 2022","Bonjour Brahim,Un grand merci pour votre appréciation qui souligne notre engagement pour satisfaire notre clientèle.Bonne journée à vous,Romain",,,2022-02-28,https://www.trustpilot.com/review/orangebank.fr?page=36,41,10-09-2024,0,,,,2022,2,28,,18,1,1,[],0,0,"february 28, 2022",en
bank,Qonto ,hao,the intermediary bank is keeping money…,the intermediary bank is keeping money and i couldnt recieve my payment about 30 days.,"Hello Hao, We have reviewed our database and your case has been handled internally. Thank you for your understanding.",,,2024-06-03,https://www.trustpilot.com/review/qonto.com?page=8,30,10-09-2024,1,,,,2024,6,3,,86,0,1,[],0,0,the intermediary bank is keeping money and i couldnt recieve my payment about 30 days.,en
bank,Sumeria ,Yeldes Medina,use lydia,"everything is good, but probably the notification in e-mail is a bit much, when the money is taken the notification in the app itself for me is enough:)",,,,2023-08-14,https://www.trustpilot.com/review/sumeria.eu?page=14,51,10-09-2024,1,,,,2023,8,14,,152,0,5,"['-', ':', ')']",0,0,"everything is good, but probably the notification in e mail is a bit much, when the money is taken the notification in the app itself for me is enough",en
bank,Sumeria ,Salihou,Super services," May 31, 2022",,,,2022-05-31,https://www.trustpilot.com/review/sumeria.eu?page=42,51,10-09-2024,1,,,,2022,5,31,,13,1,1,[],0,0,"may 31, 2022",tl
bank,Orange Bank ,Perrogon,Parfait,ParfaitSimple et efficace,"Bonjour Perrogon, Merci pour votre avis très positif. 👍Nous sommes ravis que nos services soient à la hauteur de vos espérances.😍 Bonne fin de journée, Max",,,2023-01-29,https://www.trustpilot.com/review/orangebank.fr?page=6,41,10-09-2024,0,,,,2023,1,29,,25,2,0,[],0,0,parfaitsimple et efficace,fr
bank,Younited Credit ,Christophe,Rapide simple et efficace," March 09, 2022",,,,2022-03-09,https://www.trustpilot.com/review/www.younited-credit.com?page=13,38,10-09-2024,1,,,,2022,3,9,,15,1,1,[],0,0,"march 09, 2022",cy
bank,01 Banque en Ligne ,Ophélie Stauffer,Excellent,Excellent merci,,,,2019-11-16,https://www.trustpilot.com/review/01banque-en-ligne.fr?page=3,3,10-09-2024,0,,,,2019,11,16,,15,1,0,[],0,0,excellent merci,ca
bank,Sumeria ,Gabriella Jones,I use it for transactions and they are…facility,I use it for transactions and they are trendy friendly,,,,2023-12-19,https://www.trustpilot.com/review/sumeria.eu?page=5,51,10-09-2024,1,,,,2023,12,19,,54,1,0,[],0,0,i use it for transactions and they are trendy friendly,en
bank,Pixpay ,Christopher Bedouret,Genial,"Simple, efficace, et facile d'utilisation.",Merci beaucoup Christopher votre votre avis. Très bonne année çà vous et vos proches !Yasmine,,,2021-12-26,https://www.trustpilot.com/review/pixpay.eu?page=7,13,10-09-2024,0,,,,2021,12,26,,42,1,4,"[""'""]",0,0,"simple, efficace, et facile d'utilisation.",fr
bank,Younited Credit ,oxy,Simple et efficace," May 31, 2022",,,,2022-06-13,https://www.trustpilot.com/review/www.younited-credit.com?page=10,38,10-09-2024,1,,,,2022,6,13,,13,1,1,[],0,0,"may 31, 2022",tl
bank,Orange Bank ,Youldia Myra Belle,Le bon sens relationnel brieves…,Le bon sens relationnel brieves explications et surtout explicites,"Bonjour, Merci pour ces quelques mots. C'est vraiment important pour nous de savoir que nos conseillers répondent correctement à vos demandes. Belle journée, Elodie.",,,2022-03-17,https://www.trustpilot.com/review/orangebank.fr?page=33,41,10-09-2024,0,,,,2022,3,17,,66,1,0,[],0,0,le bon sens relationnel brieves explications et surtout explicites,fr
bank,Sumeria ,Caroline Brabant,Use Lydia!,"Quick, efficient and dynamic answers when you ask for some help about the Lydia App by mail... just have to find where to join them by mail :)Problem solved through nice and simple messages. This app is really quite satisfactory and allows more rapid tranfers and beneficiaries creations than most of our banks...",Thank you so much !,,,2020-05-22,https://www.trustpilot.com/review/sumeria.eu?page=48,51,10-09-2024,0,,,,2020,5,22,,313,5,10,"[':', ')']",0,0,"quick, efficient and dynamic answers when you ask for some help about the lydia app by mail... just have to find where to join them by mail problem solved through nice and simple messages. this app is really quite satisfactory and allows more rapid tranfers and beneficiaries creations than most of our banks...",en
bank,BoursoBank ,Guillaume P,Lastest iOS build is buggy,Lastest iOS build is buggy. App freezing during strong auth process. Restarted it 3 times to be able to finalize the addy.,,,,2022-08-29,https://www.trustpilot.com/review/boursobank.com?page=10,10,10-09-2024,0,,,,2022,8,29,,122,5,3,[],0,0,lastest ios build is buggy. app freezing during strong auth process. restarted it 3 times to be able to finalize the addy.,en
bank,BoursoBank ,Christian A,Incidents de paiement dus à un incident…,Incidents de paiement dus à un incident technique depuis 2 semaines qui perdurent.,,,,2024-02-03,https://www.trustpilot.com/review/boursobank.com?page=2,10,10-09-2024,0,,,,2024,2,3,,82,1,1,[],0,0,incidents de paiement dus à un incident technique depuis 2 semaines qui perdurent.,fr
bank,Pixpay ,Nathan Nikiniki,Wwfgggggggg," July 12, 2024",Merci pour les 5 étoiles Nathan ⭐️Sol-Iris de l'équipe Pixpay,,,2024-07-12,https://www.trustpilot.com/review/pixpay.eu?page=3,13,10-09-2024,0,,,,2024,7,12,,14,1,1,[],0,0,"july 12, 2024",fi
bank,SOFINCO ,Bastide,Application très simple et accessible…,Application très simple et accessible d'usage.,"Bonjour, Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Nous vous souhaitons une belle journée !Julie",,,2024-02-10,https://www.trustpilot.com/review/sofinco.fr?page=3,4,10-09-2024,0,,,,2024,2,10,,46,1,2,"[""'""]",0,0,application très simple et accessible d'usage.,fr
bank,Anytime ,Lilian,Excellent service,Excellent service,"Bonjour,Merci d'avoir pris le temps de partager votre avis. 😊A très vite,Arthur - Anytime",,,2024-05-02,https://www.trustpilot.com/review/anyti.me?page=5,14,10-09-2024,0,,,,2024,5,2,,17,1,0,[],0,0,excellent service,fr
bank,Younited Credit ,client(e),👍👍,👍👍simple rapide efficace 👍👍,,,,2020-08-09,https://www.trustpilot.com/review/www.younited-credit.com?page=20,38,10-09-2024,1,,,,2020,8,9,,27,0,4,"['👍', '👍', '👍', '👍']",4,0,simple rapide efficace,it
bank,Younited Credit ,neiveyans,tres satisfait de l option que l on m a…,"tres satisfait de l option que l on m a propose ,serieux,tres peu couteux",,,,2020-08-11,https://www.trustpilot.com/review/www.younited-credit.com?page=20,38,10-09-2024,1,,,,2020,8,11,,73,0,2,[],0,0,"tres satisfait de l option que l on m a propose ,serieux,tres peu couteux",fr
bank,Sumeria ,Mateo,Parfait,Simple et efficace,,,,2022-12-10,https://www.trustpilot.com/review/sumeria.eu?page=24,51,10-09-2024,1,,,,2022,12,10,,18,1,0,[],0,0,simple et efficace,fr
bank,Hello bank! France ,Issam Kajjou,professionnel et efficace,Application hello pro et très interactiveService messagerie: réponse immediate,"Hello Issam,Merci pour votre super avis 😍 !Nous sommes fiers de pouvoir vous proposer de bons services. Si nécessaire, nos conseillers restent disponibles au ☎️ 01 43 63 15 15 (appel gratuit) du 📅 lundi au vendredi de 8h à 20h et le samedi de 8h à 18h mais également via les réseaux sociaux, au besoin, avec une réponse apportée dans l'heure⌚ :  -	💬 Facebook via Messenger : https://m.me/HelloBankFr/-	💬 X (ex Twitter) : https://x.com/Hellobank_fr  Excellente journée à vous et à bientôt chez Hello ! 🌞Sabrine de la Hello Team",,,2024-07-04,https://www.trustpilot.com/review/hellobank.fr?page=3,4,10-09-2024,0,,,,2024,7,4,,78,2,1,[':'],0,0,application hello pro et très interactiveservice messagerie réponse immediate,fr
bank,Orange Bank ,Florian,Merci Véronique !," May 30, 2022","Bonjour Florian,C’est un plaisir de lire tout le succès de notre conseillère !Nous ne manquerons pas de lui transmettre votre message positif 🤗​.A bientôtPhilippe",,,2022-05-30,https://www.trustpilot.com/review/orangebank.fr?page=18,41,10-09-2024,0,,,,2022,5,30,,13,1,1,[],0,0,"may 30, 2022",tl
bank,BoursoBank ,Franck Fischer,Worst bank ever,Account access blocked. Customer service absolutely useless : either dumb Eliott automatic bot or unable operators that cannot pass on to technical support. Impossible to send an email. No replies to DM on all platforms. Do NOT create an account,,,,2021-04-02,https://www.trustpilot.com/review/boursobank.com?page=10,10,10-09-2024,0,,,,2021,4,2,,245,11,5,[':'],0,0,account access blocked. customer service absolutely useless either dumb eliott automatic bot or unable operators that cannot pass on to technical support. impossible to send an email. no replies to dm on all platforms. do not create an account,en
bank,Younited Credit ,clientemanuela,Pret,Super 😍😍😍😍,"Bonjour,Merci d’avoir pris le temps de nous faire un retour sur votre expérience auprès de Younited, et sommes ravis de lire que celle-ci s’est bien passée.Nous nous efforçons d’offrir à nos clients un crédit aussi juste, simple et rapide que possible et sommes heureux d’avoir pu vous en faire bénéficier.Excellente journée,Amori",,,2022-12-10,https://www.trustpilot.com/review/www.younited-credit.com?page=10,38,10-09-2024,1,,,,2022,12,10,,10,1,4,"['😍', '😍', '😍', '😍']",4,0,super,ro
bank,la Nef ,Pierre Varlet,oui moraliser la Finance est possible.,"Enfin un organisme où on choisit qui on veut aider en investissant avec notre argent.  Ça me serait égal de payer plus d'impôts vsi je pouvais cocher des cases en fonction du domaine ou cet argent sera dépensé. À défaut de e faire à ce niveau, au moins le faire au niveau de la banque avec son épargne est déjà un énorme progrès et la Nef participé à ce progrès en moralisant la Finance à son échelle. Puisse-t-elle prendre de l'envergure et grignoter sur le près carré du green wahing !",,,,2022-12-17,https://www.trustpilot.com/review/www.lanef.com?page=1,6,10-09-2024,0,,,,2022,12,17,,487,6,9,"[""'"", '-', '-', ""'""]",0,0,"enfin un organisme où on choisit qui on veut aider en investissant avec notre argent. a me serait égal de payer plus d'impôts vsi je pouvais cocher des cases en fonction du domaine ou cet argent sera dépensé. défaut de e faire à ce niveau, au moins le faire au niveau de la banque avec son épargne est déjà un énorme progrès et la nef participé à ce progrès en moralisant la finance à son échelle. puisse t elle prendre de l'envergure et grignoter sur le près carré du green wahing",fr
