categorie_bis,companies,noms,titre_com,commentaire,reponses,notes,date_experience,date_commentaire,site,nombre_pages,date_scrap,verified,année_experience,mois_experience,jour_experience,année_commentaire,mois_commentaire,jour_commentaire,leadtime_com_exp,nombre_caractères,nombre_maj,nombre_car_spé,caractères_spé,emojis_positifs_count,emojis_negatifs_count,commentaire_text,langue_bis
bank,Younited Credit ,Vermander philippe,Super contact et rapidité d’analyse et…,Super contact et rapidité d’analyse et de résultat !!!,"Bonjour Monsieur, Merci d’avoir pris le temps de nous faire un retour sur votre expérience auprès de Younited Credit, et sommes ravis de lire que celle-ci s’est bien passé.Nous nous efforçons d’offrir à nos clients un crédit aussi juste, simple et rapide que possible et sommes heureux d’avoir pu vous en faire bénéficier.Excellente journée, SOFIANE de l'équipe Younited Credit",0.0,,2022-04-12,https://www.trustpilot.com/review/www.younited-credit.com?page=12,38,10-09-2024,1,0,0,0,2022,4,12,,54,1,4,’,0,0,super contact et rapidité d analyse et de résultat,fr
bank,Pixpay ,valerie Fortin,Ssuperuper simple pour qu un ado apprenne à…,Super simple pour qu un ado apprenne à géré son argent,"Merci Valérie ! L'éducation à l'argent, c'est notre objectif : c'est indispensable que les adolescents soient à l'aise avec cela pour leur vie d'aujourd'hui et leur vie d'adulte. Bien à vous,Caroline",0.0,,2024-04-22,https://www.trustpilot.com/review/pixpay.eu?page=1,13,10-09-2024,0,0,0,0,2024,4,22,,54,1,0,,0,0,super simple pour qu un ado apprenne à géré son argent,fr
bank,Orange Bank ,Chrétien,Simple parfait nickel," April 07, 2022","Bonjour Frederic,Alors je ne saurai quoi rajouter à un cocktail aussi parfait, juste peut-être un zeste (non pas de citron) mais d'humilité en guise de Topping : vous êtes au Top de nos clients.Merci pour votre avis laissé ici et cette ribambelle d'étoiles. Bonne journée à vous,Romain",0.0,,2022-04-07,https://www.trustpilot.com/review/orangebank.fr?page=28,41,10-09-2024,0,0,0,0,2022,4,7,,15,1,1,,0,0,"april 07, 2022",ro
bank,Pixpay ,Nadia Bittame,Simple,"Simple, rapide et efficace",,0.0,,2021-10-13,https://www.trustpilot.com/review/pixpay.eu?page=11,13,10-09-2024,0,0,0,0,2021,10,13,,26,1,1,,0,0,"simple, rapide et efficace",fr
bank,Orange Bank ,bernard sejalon,simple rapide et efficace," March 29, 2022","Bonjour Bernard,Merci pour ce beau retour étoilé. Nous nous efforçons de vous faciliter la banque et espérons continuer vous accompagner dans vos projets d'avenir.A très vite Léa",0.0,,2022-03-29,https://www.trustpilot.com/review/orangebank.fr?page=31,41,10-09-2024,0,0,0,0,2022,3,29,,15,1,1,,0,0,"march 29, 2022",cy
bank,Younited Credit ,Romain,Rapide efficace top," February 17, 2021",,0.0,,2021-02-17,https://www.trustpilot.com/review/www.younited-credit.com?page=18,38,10-09-2024,1,0,0,0,2021,2,17,,18,1,1,,0,0,"february 17, 2021",en
bank,Orange Bank ,Jean-Luc,Souriante et agreable," March 14, 2022","Bonjour Jean-Luc,C’est un plaisir de lire tout le succès de nos conseillères 🤗!Nous ne manquerons pas de leur transmettre tous vos messages positifs.A bientôtPhilippe",0.0,,2022-03-14,https://www.trustpilot.com/review/orangebank.fr?page=33,41,10-09-2024,0,0,0,0,2022,3,14,,15,1,1,,0,0,"march 14, 2022",cy
bank,Orange Bank ,Zohair,Top top,Top top top top,"Bonjour,Merci pour ce commentaire, c'est vous qui êtes au top 👍.Nous ne manquerons pas de vous rendre toute la confiance que vous nous accordez 😉A bientôt,Philippe",0.0,,2022-05-20,https://www.trustpilot.com/review/orangebank.fr?page=20,41,10-09-2024,0,0,0,0,2022,5,20,,15,1,0,,0,0,top top top top,en
bank,Cofidis ,christine,Excellent..professionnel," January 11, 2021",Bonjour Christine. Merci pour votre retour. A très bientôt chez Cofidis ! Jean-Michel de l'équipe Cofidis.,0.0,,2021-01-11,https://www.trustpilot.com/review/cofidis.fr?page=16,16,10-09-2024,0,0,0,0,2021,1,11,,17,1,1,,0,0,"january 11, 2021",id
bank,Younited Credit ,Auré,Rapide,"Rapide, simple et efficace","Bonjour,Merci d’avoir pris le temps de nous faire un retour sur votre expérience auprès de Younited, et sommes ravis de lire que celle-ci s’est bien passée.Nous nous efforçons d’offrir à nos clients un crédit aussi juste, simple et rapide que possible et sommes heureux d’avoir pu vous en faire bénéficier.Excellente journée,Audrey",0.0,,2023-06-12,https://www.trustpilot.com/review/www.younited-credit.com?page=2,38,10-09-2024,1,0,0,0,2023,6,12,,26,1,1,,0,0,"rapide, simple et efficace",fr
bank,Younited Credit ,PIERRE,Impeccable,Service Impeccable,,0.0,,2017-03-27,https://www.trustpilot.com/review/www.younited-credit.com?page=36,38,10-09-2024,0,0,0,0,2017,3,27,,18,2,0,,0,0,service impeccable,it
bank,Qonto ,Youssef Ben Salem,Merci infiniment," April 29, 2022","Bonjour Youssef, nous vous remercions également infiniment pour votre soutien précieux ! 🤩David - Équipe Qonto",0.0,,2022-04-29,https://www.trustpilot.com/review/qonto.com?page=21,30,10-09-2024,1,0,0,0,2022,4,29,,15,1,1,,0,0,"april 29, 2022",ro
bank,Pixpay ,Foufette,Application intuitive et simple…,Application intuitive et simple d’utilisation ma fille de 12 ans adore !,,0.0,,2021-10-20,https://www.trustpilot.com/review/pixpay.eu?page=11,13,10-09-2024,0,0,0,0,2021,10,20,,72,1,2,’,0,0,application intuitive et simple d utilisation ma fille de 12 ans adore,fr
bank,Ma French Bank ,Humbert Didine,Application très pratique et simple…,Application très pratique et simple d'utilisation,"Bonjour,Merci pour votre témoignage !Ravi que vous soyez satisfait des services de Ma French Bank.Passez une belle journée !Louis de la French Team",0.0,,2021-09-25,https://www.trustpilot.com/review/www.mafrenchbank.fr?page=2,5,10-09-2024,0,0,0,0,2021,9,25,,49,1,1,',0,0,application très pratique et simple d'utilisation,fr
bank,Orange Bank ,Ducellier,Tres bien,Efficace super,"Bonjour, Merci pour ce retour étoilé et pour la confiance que vous nous accordez. Belle journée, Elodie.",0.0,,2022-04-21,https://www.trustpilot.com/review/orangebank.fr?page=26,41,10-09-2024,0,0,0,0,2022,4,21,,14,1,0,,0,0,efficace super,ro
bank,Younited Credit ,WATERMOLEN,Rapide,"Rapide, efficace impeccable",,0.0,,2017-11-17,https://www.trustpilot.com/review/www.younited-credit.com?page=32,38,10-09-2024,0,0,0,0,2017,11,17,,27,1,1,,0,0,"rapide, efficace impeccable",es
bank,Orange Bank ,christophe durand,Efficace,"Pas de bug, simple et facile","Bonjour Christophe, Des mises à jour sont réalisées quotidiennement afin d'améliorer l'application mais aussi de corriger chaque bug rapporté. Nous mettons tout en œuvre pour rendre votre application simple et fluide et nous sommes ravis qu'elle vous corresponde.Excellente journée à vous!Sara",0.0,,2022-03-02,https://www.trustpilot.com/review/orangebank.fr?page=35,41,10-09-2024,0,0,0,0,2022,3,2,,28,1,1,,0,0,"pas de bug, simple et facile",fr
bank,Orange Bank ,Labeylie,Avis,Cxxxxxxxxxxxxxx,,0.0,,2022-08-25,https://www.trustpilot.com/review/orangebank.fr?page=12,41,10-09-2024,0,0,0,0,2022,8,25,,15,1,0,,0,0,cxxxxxxxxxxxxxx,so
bank,Orange Bank ,Celine,Confirmation de info,Rapidité de communication,"Bonjour Celine, Nous sommes heureux de savoir que nos conseillers vous ont répondu rapidement et efficacement ce qui fait de vous une cliente satisfaite. Une excellente journée, Elodie",0.0,,2022-03-02,https://www.trustpilot.com/review/orangebank.fr?page=35,41,10-09-2024,0,0,0,0,2022,3,2,,25,1,0,,0,0,rapidité de communication,fr
bank,Qonto ,Tariq Chaudhry,Excellent service," June 03, 2024","Bonjour Tariq, c'est un plaisir de vous avoir parmi nos clients. Merci pour votre confiance ! 😍",0.0,,2024-06-03,https://www.trustpilot.com/review/qonto.com?page=10,30,10-09-2024,0,0,0,0,2024,6,3,,14,1,1,,0,0,"june 03, 2024",et
bank,Monabanq ,M   XAVIER-MARIE DONAT,"Super  efficace,","Super  efficace,La dimension humaine n'est pas un simple slogan publicitaire",,0.0,,2022-02-22,https://www.trustpilot.com/review/www.monabanq.com?page=2,4,10-09-2024,0,0,0,0,2022,2,22,,76,2,2,',0,0,"super efficace,la dimension humaine n'est pas un simple slogan publicitaire",fr
bank,Sumeria ,Rany,Great banking tool.," August 10, 2023",,0.0,,2023-08-12,https://www.trustpilot.com/review/sumeria.eu?page=14,51,10-09-2024,1,0,0,0,2023,8,12,,16,1,1,,0,0,"august 10, 2023",et
bank,Fortuneo ,Stephane,Bon service,"Bon site web, bon support,  prix corrects.",,0.0,,2023-05-04,https://www.trustpilot.com/review/fortuneo.fr?page=3,10,10-09-2024,0,0,0,0,2023,5,4,,42,1,3,,0,0,"bon site web, bon support, prix corrects.",en
bank,Pixpay ,Lydie Belly,Application super bien," September 18, 2021","Merci Lydie 🙏 A très vite,Rebecca",0.0,,2021-09-18,https://www.trustpilot.com/review/pixpay.eu?page=11,13,10-09-2024,0,0,0,0,2021,9,18,,19,1,1,,0,0,"september 18, 2021",sv
bank,ONLYONE ,Marco,Banque de voleur,Ne faite pas confiance à cette nouvelle banque ce sont des voleur il vous bloque votre argent si vous dépasser les 1000e sur votre compte puis vous demande des documents impossibles pour que vous lâché l affaire et reparte avec votre argent,"Bonjour,Nous ne bloquons pas les comptes sans raisons valables, vous n'êtes pas sans savoir que tout établissement financier est régulé et doit respecter des règles de conformité qui sont les mêmes pour les établissements comme le notre ou les banques traditionnelles.Il est impossible de repartir avec l'argent comme vous le dites, les fonds sont soit débloqués, si vous êtes en mesure d'en justifier la provenance ou restitués à l'émetteur du virement.SI toutefois, quelque chose n'est pas clair, nous vous invitons à nous contacter.",0.0,,2023-01-13,https://www.trustpilot.com/review/onlyonecard.eu?page=1,2,10-09-2024,0,0,0,0,2023,1,13,,240,1,0,,0,0,ne faite pas confiance à cette nouvelle banque ce sont des voleur il vous bloque votre argent si vous dépasser les 1000e sur votre compte puis vous demande des documents impossibles pour que vous lâché l affaire et reparte avec votre argent,fr
bank,Qonto ,Davide Roli,Misleading Promises and Unreliable Service: My Qonto Experience in Italy,"I opened a Qonto account for my new startup in Milan, Italy, incorporated on August 1st. Qonto repeatedly assured me that their issues with Banca D'Italia wouldn't affect my account since I started the opening process before July 25th. This turned out to be completely false.While I managed to open the account and incorporate my company, Qonto recently informed me they couldn't activate ANY cards for my account due to their regulatory issues in Italy. This directly contradicts what they promised earlier, as evidenced by an email from their representative Alessandro, who stated:""The restrictions apply only to future customers, therefore the account opening process for TWINI S.R.L. is not impacted in any way.""Now I'm left with a useless bank account, forced to transfer funds to a new bank and close this account as soon as possible. There's also a risk they might retain the currently deposited money, similar to what N26 did during a comparable situation in Italy.This feels like a bait-and-switch. Qonto told me one thing at the beginning and the opposite now. When I called them, they claimed they couldn't do anything about it and that the problem was beyond their control. The real issue is that they assured me the process would be smooth because I was before the deadline, only to completely change their stance a month later.Qonto's actions are deceptive and unprofessional. They're likely to face significant problems in Italy and lose substantial market share. I've decided to switch to Revolut instead.In conclusion, my experience with Qonto has been deeply disappointing. Their misleading promises and inability to provide basic banking services make them an unreliable choice for businesses in Italy. I strongly advise caution to anyone considering Qonto for their banking needs.","Ciao Davide,Abbiamo letto molto attentamente la recensione che ci hai lasciato.Qonto ha ricevuto un ordine da Banca d’Italia per migliorare le sue misure anti-riciclaggio nella sua filiale italiana. Questo ordine include un divieto temporaneo di onboarding per i nuovi clienti in Italia a partire dal 25 luglio 2024.Ci scusiamo per la poca chiarezza della comunicazione relativa alla restrizione dell'ordine di nuove carte, tuttavia ti confermiamo che al momento non è possibile procedere con tale funzionalità.Ti assicuriamo che stiamo lavorando diligentemente per rispettare tutte le normative vigenti e per minimizzare l'impatto sui nostri clienti.Un nostro agente si è già messo in contatto con te per proporti un gesto commerciale per scusarci dell'accaduto.Se hai bisogno di ulteriori chiarimenti o assistenza, non esitare a rispondere a questa email.Buona giornata",0.0,,2024-08-30,https://www.trustpilot.com/review/qonto.com?page=2,30,10-09-2024,0,0,0,0,2024,8,30,,1800,52,45,"''':""""''--''''",0,0,"i opened a qonto account for my new startup in milan, italy, incorporated on august 1st. qonto repeatedly assured me that their issues with banca d'italia wouldn't affect my account since i started the opening process before july 25th. this turned out to be completely false.while i managed to open the account and incorporate my company, qonto recently informed me they couldn't activate any cards for my account due to their regulatory issues in italy. this directly contradicts what they promised earlier, as evidenced by an email from their representative alessandro, who stated the restrictions apply only to future customers, therefore the account opening process for twini s.r.l. is not impacted in any way. now i'm left with a useless bank account, forced to transfer funds to a new bank and close this account as soon as possible. there's also a risk they might retain the currently deposited money, similar to what n26 did during a comparable situation in italy.this feels like a bait and switch. qonto told me one thing at the beginning and the opposite now. when i called them, they claimed they couldn't do anything about it and that the problem was beyond their control. the real issue is that they assured me the process would be smooth because i was before the deadline, only to completely change their stance a month later.qonto's actions are deceptive and unprofessional. they're likely to face significant problems in italy and lose substantial market share. i've decided to switch to revolut instead.in conclusion, my experience with qonto has been deeply disappointing. their misleading promises and inability to provide basic banking services make them an unreliable choice for businesses in italy. i strongly advise caution to anyone considering qonto for their banking needs.",en
bank,Younited Credit ,christine,appreciation,dossier simple interlocuteur sympa rapide.,,0.0,,2018-03-21,https://www.trustpilot.com/review/www.younited-credit.com?page=29,38,10-09-2024,0,0,0,0,2018,3,21,,42,0,1,,0,0,dossier simple interlocuteur sympa rapide.,fr
bank,Pixpay ,Carlos,Muy manejable y conveniente," May 28, 2024","Muchas gracias, Carlos 😊Alba",0.0,,2024-05-28,https://www.trustpilot.com/review/pixpay.eu?page=5,13,10-09-2024,0,0,0,0,2024,5,28,,13,1,1,,0,0,"may 28, 2024",tl
bank,01 Banque en Ligne ,Seb,Un site clair & simple d'utilisation,Un site clair & simple d'utilisation. M'a fait économiser de l'argent sur les frais bancaires.,,0.0,,2019-11-20,https://www.trustpilot.com/review/01banque-en-ligne.fr?page=1,3,10-09-2024,0,0,0,0,2019,11,20,,94,2,6,&''',0,0,un site clair simple d'utilisation. m'a fait économiser de l'argent sur les frais bancaires.,fr
bank,Sumeria ,Maria,Easy to use,"Easy to use, practical. I really reccommend Lydia.",,0.0,,2022-09-17,https://www.trustpilot.com/review/sumeria.eu?page=27,51,10-09-2024,1,0,0,0,2022,9,17,,50,3,3,,0,0,"easy to use, practical. i really reccommend lydia.",en
bank,Orange Bank ,Loinnel,Super service," May 25, 2022","Bonjour Loinnel,Si notre service est super c'est surtout grâce à vous !A bientôt,Tom.",0.0,,2022-05-25,https://www.trustpilot.com/review/orangebank.fr?page=19,41,10-09-2024,0,0,0,0,2022,5,25,,13,1,1,,0,0,"may 25, 2022",tl
bank,Pixpay ,Labriffe,Impeccable," October 14, 2023",Merci beaucoup 😊Jeanne,0.0,,2023-10-14,https://www.trustpilot.com/review/pixpay.eu?page=10,13,10-09-2024,0,0,0,0,2023,10,14,,17,1,1,,0,0,"october 14, 2023",sv
bank,BoursoBank ,Tayeb Hamel,Super application,Super application,"Bonjour Tayeb, Nous vous remercions pour votre retour, le bon fonctionnement de notre application étant au cœur de nos préoccupations, nous sommes ravis de votre message.Bonne journée, L'équipe BoursoBank",0.0,,2024-07-30,https://www.trustpilot.com/review/boursobank.com?page=7,10,10-09-2024,0,0,0,0,2024,7,30,,17,1,0,,0,0,super application,it
bank,Sumeria ,Clément,Application performante et intuitive,Application performante et intuitive ! les sous comptes sont un formidable outil de gestion.,,0.0,,2022-05-31,https://www.trustpilot.com/review/sumeria.eu?page=42,51,10-09-2024,1,0,0,0,2022,5,31,,92,1,2,,0,0,application performante et intuitive les sous comptes sont un formidable outil de gestion.,fr
bank,Sumeria ,Chlo,Simple d’utilisation," October 30, 2023",,0.0,,2023-10-30,https://www.trustpilot.com/review/sumeria.eu?page=7,51,10-09-2024,1,0,0,0,2023,10,30,,17,1,1,,0,0,"october 30, 2023",sv
bank,BoursoBank ,Keith Surridge,Not impressed.,"Not impressed at all by the way the bank tries to foist a different card on you, making your choice for you (with extra charges inevitable) in the announcement that the old one needs renewing. To revert to the same card, with which I am very happy, took half a dozen pages to view and answer questions. Hopeless, waste of my time.It should seek to target its customers instead. There was no way I was going to take up the new card---that was obvious through my spending and transfer history.Aaaaggghh.",,0.0,,2023-02-03,https://www.trustpilot.com/review/boursobank.com?page=4,10,10-09-2024,0,0,0,0,2023,2,3,,501,8,15,()---,0,0,"not impressed at all by the way the bank tries to foist a different card on you, making your choice for you with extra charges inevitable in the announcement that the old one needs renewing. to revert to the same card, with which i am very happy, took half a dozen pages to view and answer questions. hopeless, waste of my time.it should seek to target its customers instead. there was no way i was going to take up the new card that was obvious through my spending and transfer history.aaaaggghh.",en
bank,helios.do ,Etienne,Great app,"Great appEasy taking, and overall green.",,0.0,,2021-09-07,https://www.trustpilot.com/review/helios.do?page=1,3,10-09-2024,0,0,0,0,2021,9,7,,40,2,2,,0,0,"great appeasy taking, and overall green.",en
